DATE,TIME,HPCP
19990620,2:00,0.02
19990620,3:00,0.01
19990620,4:00,0.06
19990620,5:00,0.05
19990620,6:00,0.09
19990620,7:00,0.21
19990620,8:00,0.07
19990620,9:00,0.01
19990620,10:00,0
19990620,11:00,0
19990620,12:00,0.01
19990620,13:00,0
19990620,14:00,0
19990620,15:00,0.02
19990620,16:00,0.06
19990620,19:00,0
19990620,20:00,0
19990620,21:00,0
19990620,22:00,0
19990620,23:00,0
19990621,0:00,0
19990621,14:00,0
19990621,15:00,0
19990621,16:00,0
19990621,17:00,0
19990621,18:00,0
19990621,21:00,0
19990621,22:00,0
19990621,23:00,0.01
19990622,0:00,0
19990622,1:00,0.01
19990622,2:00,0
19990622,3:00,0
19990622,4:00,0
19990622,5:00,0
19990622,6:00,0
19990625,15:00,0
19990628,16:00,0
19990630,11:00,0
19990630,12:00,0.07
19990630,13:00,0
19990630,14:00,0.04
19990630,15:00,0.05
19990630,16:00,0
19990630,17:00,0
19990630,18:00,0
19990630,19:00,0
19990701,1:00,0
19990701,8:00,0
19990701,9:00,0
19990701,15:00,0
19990707,8:00,0
19990707,9:00,0
19990707,15:00,0
19990707,16:00,0
19990707,17:00,0
19990707,18:00,0.03
19990707,19:00,0.22
19990707,20:00,0.4
19990707,21:00,0.08
19990707,22:00,0.01
19990710,20:00,0.6
19990710,21:00,0
19990710,22:00,0
19990710,23:00,0.01
19990711,1:00,0.01
19990711,2:00,0
19990711,3:00,0.02
19990711,4:00,0
19990711,7:00,0
19990711,8:00,0
19990711,9:00,0.01
19990711,10:00,0
19990711,11:00,0.01
19990711,12:00,0
19990711,13:00,0
19990712,7:00,0
19990712,8:00,0.01
19990712,9:00,0
19990712,10:00,0
19990712,11:00,0.02
19990712,12:00,0
19990712,13:00,0
19990712,14:00,0.05
19990712,15:00,0.29
19990712,16:00,0.06
19990712,17:00,0
19990712,18:00,0.11
19990712,19:00,0.01
19990712,20:00,0.06
19990712,21:00,0.11
19990712,22:00,0.08
19990712,23:00,0.03
19990713,0:00,0.09
19990713,1:00,0.16
19990713,2:00,0.03
19990713,3:00,0.05
19990713,4:00,0.15
19990713,5:00,0.21
19990713,6:00,0.05
19990713,7:00,0.06
19990713,8:00,0.01
19990713,9:00,0.01
19990713,10:00,0
19990713,15:00,0
19990713,16:00,0
19990713,21:00,0
19990713,23:00,0
19990714,0:00,0.02
19990714,1:00,0.09
19990714,2:00,0.05
19990714,3:00,0.12
19990714,4:00,0.18
19990714,5:00,0.07
19990714,6:00,0.53
19990714,7:00,0.31
19990714,8:00,0.21
19990714,9:00,0.08
19990714,10:00,0.21
19990714,11:00,0
19990714,12:00,0
19990714,13:00,0
19990714,14:00,0.01
19990714,15:00,0
19990714,16:00,0
19990714,17:00,0
19990718,14:00,0
19990718,15:00,0.13
19990718,16:00,0
19990718,21:00,0.07
19990718,22:00,0
19990720,18:00,0.17
19990720,19:00,0
19990724,14:00,0.08
19990724,15:00,0.11
19990724,16:00,0.36
19990724,17:00,0.07
19990724,18:00,0.03
19990724,19:00,0.03
19990724,20:00,0.03
19990724,21:00,0
19990725,9:00,0
19990725,10:00,0
19990728,22:00,0.14
19990728,23:00,0.02
19990801,1:00,0
19990801,18:00,0.03
19990801,19:00,0.03
19990802,0:00,0
19990808,19:00,0
19990808,21:00,0
19990808,22:00,0
19990808,23:00,0.02
19990811,10:00,0
19990811,19:00,0
19990811,20:00,0
19990813,16:00,0.03
19990814,6:00,0.01
19990814,7:00,0.01
19990814,16:00,0
19990814,17:00,0.31
19990814,18:00,0.05
19990814,19:00,0.87
19990814,20:00,0.19
19990814,21:00,0.12
19990814,22:00,0
19990814,23:00,0
19990815,0:00,0
19990815,1:00,0.01
19990815,2:00,0
19990815,8:00,0
19990815,9:00,0
19990816,1:00,0.01
19990816,2:00,0
19990819,1:00,0
19990819,2:00,0
19990819,3:00,0
19990820,4:00,0.06
19990820,5:00,0.14
19990820,6:00,0.01
19990820,9:00,0.36
19990820,10:00,0
19990821,6:00,0.43
19990821,7:00,0.03
19990821,13:00,0
19990825,4:00,0
19990825,5:00,0
19990825,6:00,0
19990825,8:00,0.01
19990825,9:00,0
19990825,10:00,0.01
19990825,11:00,0.02
19990825,12:00,0
19990825,13:00,0.09
19990825,14:00,0.44
19990825,15:00,0.21
19990825,16:00,0.06
19990825,17:00,0
19990825,18:00,0
19990826,6:00,0
19990826,11:00,0
19990826,19:00,0.06
19990827,2:00,0
19990827,3:00,0.12
19990827,4:00,0
19990827,5:00,0
19990827,17:00,0.01
19990830,5:00,0
19990830,6:00,0
19990830,7:00,0
19990830,8:00,0
19990830,9:00,0
19990830,11:00,0.06
19990830,12:00,0.01
19990830,13:00,0.01
19990830,14:00,0.02
19990830,15:00,0.02
19990830,16:00,0.04
19990830,17:00,0.2
19990830,18:00,0.01
19990830,19:00,0
19990830,20:00,0
19990830,21:00,0
19990831,14:00,0
19990831,15:00,0
19990831,16:00,0
19990831,17:00,0
19990831,18:00,0
19990831,19:00,0.02
19990831,20:00,0
19990831,21:00,0
19990831,22:00,0.02
19990831,23:00,0.01
19990901,0:00,0
19990901,1:00,0
19990901,2:00,0
19990901,6:00,0
19990901,11:00,0
19990901,12:00,0
19990901,13:00,0
19990901,14:00,0
19990901,15:00,0
19990901,16:00,0
19990901,17:00,0.01
19990901,18:00,0
19990901,19:00,0
19990901,20:00,0
19990901,21:00,0
19990902,0:00,0
19990902,1:00,0
19990902,2:00,0
19990902,4:00,0.01
19990902,5:00,0.03
19990902,6:00,0.04
19990902,7:00,0.03
19990902,8:00,0.01
19990902,9:00,0
19990902,10:00,0
19990902,11:00,0
19990902,12:00,0.01
19990902,13:00,0
19990902,14:00,0
19990902,15:00,0
19990902,16:00,0.03
19990902,17:00,0
19990902,22:00,0
19990902,23:00,0.01
19990903,3:00,0.01
19990903,6:00,0
19990903,7:00,0.02
19990903,8:00,0.03
19990903,9:00,0.14
19990903,10:00,0.01
19990903,11:00,0
19990903,12:00,0
19990904,1:00,0
19990904,2:00,0
19990904,5:00,0
19990904,6:00,0.01
19990904,7:00,0.01
19990904,8:00,0.04
19990904,9:00,0
19990904,10:00,0.04
19990904,11:00,0.09
19990904,12:00,0.13
19990904,13:00,0.03
19990904,14:00,0.05
19990904,15:00,0.06
19990904,16:00,0.06
19990904,17:00,0.27
19990904,18:00,0.24
19990904,19:00,0.22
19990904,20:00,0.03
19990904,21:00,0.06
19990904,22:00,0.33
19990904,23:00,0.25
19990905,0:00,0.25
19990905,1:00,0.01
19990905,4:00,0
19990905,6:00,0
19990905,7:00,0.01
19990905,8:00,0
19990905,9:00,0
19990905,10:00,0
19990907,0:00,0.02
19990907,1:00,0.3
19990907,3:00,0.12
19990907,4:00,0.04
19990907,5:00,0.01
19990907,6:00,0.01
19990907,8:00,0
19990907,22:00,0
19990909,13:00,0
19990909,14:00,0.07
19990909,15:00,0.01
19990909,16:00,0
19990909,17:00,0.06
19990909,18:00,0.16
19990909,19:00,0.11
19990909,20:00,0.39
19990909,21:00,0.03
19990909,22:00,0.09
19990909,23:00,0.01
19990910,0:00,0.01
19990910,1:00,0
19990910,2:00,0.04
19990910,3:00,0.04
19990910,4:00,0.23
19990910,5:00,0.03
19990910,6:00,0.17
19990910,7:00,0.65
19990910,8:00,0.28
19990910,9:00,0.01
19990910,10:00,0
19990910,11:00,0
19990913,22:00,0
19990913,23:00,0
19990914,3:00,0
19990914,6:00,0.02
19990914,10:00,0.04
19990914,11:00,0
19990914,12:00,0.01
19990914,13:00,0.01
19990914,15:00,0
19990914,16:00,0
19990914,20:00,0
19990914,21:00,0
19990915,0:00,0.01
19990915,1:00,0.01
19990915,2:00,0.03
19990915,4:00,0
19990915,5:00,0.03
19990915,6:00,0.16
19990915,7:00,0.02
19990915,8:00,0
19990915,9:00,0
19990915,10:00,0.01
19990915,11:00,0.18
19990915,12:00,0.22
19990915,13:00,0.09
19990915,14:00,0.12
19990915,15:00,0.03
19990915,16:00,0.05
19990915,17:00,0.4
19990915,18:00,0.22
19990915,19:00,0.64
19990915,20:00,0.33
19990915,21:00,0.69
19990915,22:00,0.91
19990915,23:00,0.23
19990916,0:00,0.47
19990916,1:00,0.68
19990916,2:00,0.12
19990916,5:00,0
19990916,6:00,0.03
19990916,7:00,0.16
19990916,8:00,0.03
19990916,9:00,0.07
19990916,10:00,0.12
19990916,11:00,0.39
19990916,13:00,0.09
19990920,15:00,0
19990920,16:00,0.01
19990921,7:00,0
19990921,9:00,0
19990921,10:00,0
19990921,11:00,0.01
19990921,12:00,0
19990921,21:00,0
19990921,22:00,0
19990921,23:00,0
19990922,1:00,0
19990922,2:00,0
19990922,4:00,0
19990922,5:00,0
19990922,7:00,0
19990922,8:00,0.02
19990922,9:00,0
19990927,17:00,0
19990927,18:00,0
19990927,19:00,0
19990927,20:00,0
19990927,21:00,0
19990927,22:00,0
19990928,13:00,0
19990928,14:00,0.1
19990928,15:00,0.18
19990928,16:00,0.06
19990928,17:00,0.02
19990928,18:00,0
19990928,19:00,0
19990928,20:00,0.01
19990928,21:00,0.01
19990929,22:00,0
19990929,23:00,0
19990930,1:00,0
19990930,2:00,0
19990930,3:00,0.01
19990930,4:00,0.4
19990930,5:00,0
19991001,1:00,0
19991004,12:00,0
19991004,13:00,0
19991004,14:00,0.02
19991004,16:00,0
19991004,17:00,0.05
19991004,19:00,0
19991004,20:00,0.01
19991004,21:00,0.01
19991010,5:00,0
19991010,11:00,0
19991010,12:00,0
19991010,13:00,0
19991010,14:00,0
19991010,15:00,0
19991010,16:00,0
19991010,17:00,0
19991010,18:00,0
19991010,19:00,0
19991010,20:00,0
19991010,21:00,0.01
19991010,22:00,0.02
19991010,23:00,0.02
19991011,0:00,0.01
19991011,1:00,0.01
19991011,2:00,0
19991011,22:00,0
19991013,15:00,0
19991013,16:00,0
19991016,18:00,0
19991016,19:00,0
19991017,7:00,0
19991017,8:00,0.01
19991017,9:00,0.15
19991017,10:00,0.05
19991017,11:00,0.01
19991017,12:00,0.12
19991017,13:00,0.02
19991017,14:00,0.06
19991017,15:00,0.3
19991017,16:00,0.19
19991017,17:00,0.78
19991017,18:00,0.37
19991017,19:00,1.53
19991017,20:00,1.02
19991017,21:00,0.35
19991017,22:00,0.36
19991017,23:00,0.43
19991018,0:00,0.46
19991018,1:00,0.55
19991018,2:00,0.38
19991018,3:00,0.17
19991018,4:00,0.03
19991018,5:00,0
19991020,3:00,0
19991020,4:00,0
19991020,5:00,0.01
19991020,6:00,0
19991020,7:00,0.02
19991020,8:00,0.01
19991020,10:00,0.01
19991020,11:00,0
19991020,12:00,0.01
19991020,13:00,0.09
19991020,14:00,0.17
19991020,15:00,0.21
19991020,16:00,0.08
19991020,17:00,0.07
19991020,18:00,0.04
19991020,19:00,0
19991020,21:00,0
19991020,22:00,0.01
19991020,23:00,0.02
19991021,0:00,0.02
19991021,1:00,0
19991021,2:00,0.01
19991021,3:00,0.02
19991021,4:00,0
19991023,1:00,0
19991101,1:00,0
19991102,8:00,0.15
19991102,9:00,0.04
19991102,13:00,0.02
19991102,14:00,0.17
19991102,15:00,0.09
19991102,16:00,0.2
19991111,12:00,0
19991111,13:00,0
19991111,14:00,0
19991111,15:00,0.09
19991111,16:00,0.04
19991111,17:00,0
19991111,18:00,0
19991120,11:00,0
19991120,12:00,0
19991120,13:00,0
19991120,14:00,0
19991120,15:00,0
19991123,8:00,0
19991123,9:00,0
19991123,10:00,0
19991123,11:00,0
19991123,12:00,0
19991123,13:00,0
19991123,16:00,0
19991123,17:00,0
19991123,18:00,0
19991123,19:00,0
19991123,20:00,0
19991123,21:00,0
19991123,22:00,0
19991123,23:00,0
19991124,0:00,0
19991124,1:00,0
19991124,5:00,0
19991124,7:00,0
19991124,9:00,0
19991124,13:00,0
19991124,14:00,0
19991125,4:00,0.01
19991125,5:00,0
19991125,6:00,0.01
19991125,14:00,0.12
19991125,15:00,0
19991125,23:00,0.01
19991126,6:00,0
19991126,7:00,0
19991126,8:00,0.01
19991126,9:00,0
19991126,10:00,0
19991126,11:00,0
19991126,12:00,0.02
19991126,13:00,0.02
19991126,14:00,0
19991126,15:00,0
19991126,16:00,0.03
19991126,17:00,0.01
19991126,18:00,0.01
19991126,19:00,0.01
19991126,20:00,0.03
19991126,21:00,0.07
19991126,22:00,0.09
19991126,23:00,0.07
19991127,0:00,0.01
19991127,4:00,0.04
19991127,5:00,0.03
19991127,6:00,0.01
19991127,7:00,0
19991130,21:00,0
19991130,22:00,0
19991130,23:00,0
19991201,0:00,0
19991201,1:00,0
19991206,13:00,0
19991206,14:00,0.02
19991206,15:00,0.11
19991206,16:00,0.25
19991206,17:00,0.12
19991206,18:00,0.01
19991206,19:00,0
19991207,0:00,0.09
19991207,1:00,0.02
19991207,2:00,0
19991207,3:00,0.03
19991210,14:00,0
19991210,15:00,0.23
19991210,16:00,0.04
19991210,17:00,0.02
19991210,18:00,0.03
19991210,19:00,0
19991212,23:00,0
19991213,0:00,0
19991213,5:00,0
19991213,15:00,0
19991213,17:00,0
19991214,0:00,0
19991214,1:00,0.01
19991214,2:00,0.17
19991214,3:00,0.07
19991214,4:00,0
19991214,5:00,0
19991214,6:00,0.01
19991214,7:00,0.01
19991214,8:00,0.11
19991214,9:00,0.06
19991214,10:00,0.01
19991214,11:00,0.02
19991219,22:00,0
19991219,23:00,0.01
19991220,0:00,0
19991220,1:00,0
19991220,2:00,0.01
19991220,3:00,0.01
19991220,4:00,0
19991220,7:00,0
19991220,8:00,0
19991220,10:00,0.01
19991220,11:00,0
19991220,12:00,0.01
19991220,13:00,0.01
19991220,17:00,0
19991220,20:00,0
19991220,21:00,0
19991220,22:00,0
19991220,23:00,0
19991221,16:00,0
19991221,17:00,0.01
19991221,18:00,0.02
19991221,19:00,0.02
19991221,20:00,0.01
19991221,21:00,0.04
19991221,22:00,0.01
19991221,23:00,0.04
19991222,0:00,0.01
19991222,1:00,0
19991222,6:00,0
19991222,7:00,0
19991222,8:00,0
19991222,9:00,0.05
19991222,10:00,0.01
19991224,13:00,0
19991224,14:00,0
19991224,15:00,0
19991224,16:00,0
19991224,17:00,0
19991225,9:00,0
19991225,10:00,0
19991225,11:00,0
19991228,21:00,0
19991228,22:00,0
20000101,1:00,0
20000104,20:00,0
20000104,21:00,0.16
20000104,22:00,0.08
20000104,23:00,0.22
20000105,0:00,0.18
20000105,1:00,0.04
20000105,2:00,0.05
20000105,3:00,0
20000107,7:00,0
20000107,8:00,0
20000107,9:00,0.01
20000107,10:00,0.02
20000107,11:00,0.01
20000107,12:00,0
20000107,13:00,0
20000109,3:00,0
20000109,4:00,0
20000109,5:00,0
20000109,6:00,0
20000109,12:00,0
20000109,13:00,0
20000109,14:00,0
20000109,15:00,0.1
20000109,16:00,0.13
20000109,17:00,0.08
20000109,18:00,0.01
20000109,19:00,0.01
20000109,20:00,0
20000109,22:00,0
20000109,23:00,0
20000110,2:00,0
20000110,3:00,0.01
20000110,4:00,0
20000110,6:00,0
20000110,7:00,0.01
20000110,8:00,0.02
20000110,9:00,0.18
20000110,10:00,0.15
20000110,11:00,0.17
20000110,12:00,0.21
20000110,13:00,0
20000113,10:00,0
20000113,11:00,0
20000116,0:00,0
20000116,1:00,0
20000116,7:00,0
20000118,14:00,0
20000118,15:00,0
20000118,16:00,0
20000118,17:00,0
20000118,18:00,0.01
20000118,19:00,0.01
20000118,20:00,0
20000118,21:00,0
20000118,22:00,0
20000119,7:00,0
20000119,8:00,0
20000119,9:00,0
20000120,3:00,0.05
20000120,4:00,0.05
20000120,5:00,0.03
20000120,6:00,0
20000120,7:00,0.03
20000120,8:00,0.02
20000120,9:00,0.02
20000120,10:00,0.03
20000120,11:00,0
20000120,12:00,0
20000123,1:00,0
20000123,2:00,0.01
20000123,3:00,0.01
20000123,4:00,0.01
20000123,5:00,0.01
20000123,6:00,0.01
20000123,7:00,0
20000123,8:00,0
20000123,9:00,0
20000123,10:00,0.01
20000123,11:00,0
20000123,12:00,0.04
20000123,13:00,0.04
20000123,14:00,0.06
20000123,15:00,0.05
20000123,16:00,0.04
20000123,17:00,0.02
20000123,18:00,0.01
20000123,19:00,0
20000123,20:00,0
20000123,23:00,0
20000124,0:00,0
20000124,1:00,0
20000124,2:00,0
20000124,3:00,0
20000124,4:00,0
20000124,5:00,0
20000124,12:00,0
20000124,13:00,0.01
20000124,14:00,0
20000124,15:00,0
20000124,17:00,0
20000124,18:00,0
20000124,19:00,0
20000124,20:00,0.04
20000124,21:00,0.08
20000124,22:00,0.09
20000124,23:00,0.16
20000125,0:00,0.23
20000125,1:00,0.22
20000125,2:00,0.15
20000125,3:00,0.04
20000125,4:00,0.08
20000125,5:00,0
20000125,6:00,0.07
20000125,7:00,0.06
20000125,8:00,0.02
20000125,9:00,0.03
20000125,10:00,0.01
20000125,11:00,0.01
20000125,12:00,0.04
20000125,13:00,0.07
20000125,14:00,0.04
20000125,15:00,0.07
20000125,16:00,0.02
20000125,17:00,0.02
20000125,18:00,0
20000125,19:00,0
20000125,20:00,0
20000125,21:00,0
20000125,22:00,0
20000125,23:00,0
20000126,0:00,0
20000130,6:00,0.01
20000130,7:00,0
20000130,8:00,0.02
20000130,9:00,0
20000130,10:00,0
20000130,11:00,0
20000130,14:00,0.01
20000130,15:00,0.03
20000130,16:00,0.12
20000130,17:00,0.1
20000130,18:00,0.28
20000130,19:00,0.22
20000130,20:00,0.21
20000130,21:00,0.04
20000130,22:00,0
20000201,1:00,0
20000204,19:00,0
20000212,8:00,0
20000212,9:00,0.01
20000212,10:00,0.04
20000212,11:00,0.08
20000212,12:00,0.04
20000212,13:00,0.03
20000212,14:00,0.05
20000212,15:00,0.02
20000212,16:00,0.02
20000212,17:00,0
20000212,18:00,0
20000212,19:00,0
20000212,20:00,0
20000212,21:00,0
20000213,16:00,0
20000213,17:00,0
20000213,18:00,0
20000213,19:00,0.01
20000213,20:00,0
20000214,4:00,0
20000214,6:00,0
20000214,7:00,0.06
20000214,8:00,0.04
20000214,9:00,0
20000214,14:00,0
20000218,4:00,0
20000218,5:00,0.04
20000218,6:00,0.03
20000218,7:00,0.03
20000218,8:00,0.06
20000218,9:00,0.04
20000218,10:00,0.04
20000218,11:00,0.01
20000218,12:00,0.07
20000218,13:00,0.03
20000218,14:00,0.01
20000219,6:00,0.01
20000219,7:00,0
20000219,9:00,0
20000219,10:00,0.01
20000219,11:00,0
20000219,12:00,0
20000219,13:00,0
20000226,17:00,0
20000226,18:00,0
20000226,19:00,0
20000226,20:00,0
20000226,21:00,0
20000226,22:00,0
20000226,23:00,0
20000227,23:00,0
20000228,1:00,0
20000228,2:00,0.02
20000228,3:00,0.05
20000228,4:00,0.01
20000228,5:00,0.19
20000228,6:00,0.06
20000228,7:00,0.02
20000301,1:00,0
20000311,8:00,0.12
20000311,9:00,0.02
20000311,10:00,0
20000311,18:00,0
20000312,2:00,0.11
20000312,3:00,0.01
20000312,4:00,0.04
20000312,5:00,0.06
20000312,10:00,0
20000316,14:00,0.05
20000316,15:00,0
20000316,19:00,0.01
20000316,20:00,0.03
20000316,21:00,0.01
20000316,22:00,0.02
20000316,23:00,0.01
20000317,0:00,0.04
20000317,1:00,0
20000317,2:00,0
20000317,3:00,0.02
20000317,4:00,0.11
20000317,5:00,0.02
20000317,6:00,0
20000317,7:00,0.01
20000317,9:00,0.01
20000317,10:00,0.01
20000320,18:00,0
20000320,19:00,0
20000320,20:00,0.04
20000320,21:00,0.02
20000320,22:00,0.03
20000320,23:00,0.03
20000321,0:00,0.02
20000321,1:00,0
20000321,2:00,0
20000321,3:00,0
20000321,5:00,0.01
20000321,6:00,0
20000321,7:00,0.01
20000321,8:00,0.02
20000321,9:00,0.01
20000321,10:00,0.04
20000321,11:00,0.12
20000321,12:00,0.19
20000321,13:00,0.13
20000321,14:00,0.03
20000321,15:00,0
20000321,16:00,0
20000321,17:00,0
20000321,18:00,0
20000321,19:00,0
20000321,20:00,0
20000321,21:00,0
20000321,22:00,0
20000321,23:00,0
20000322,0:00,0
20000322,1:00,0
20000322,2:00,0
20000322,3:00,0
20000322,4:00,0
20000322,5:00,0
20000322,6:00,0
20000322,7:00,0
20000322,8:00,0.01
20000322,9:00,0.01
20000322,10:00,0.02
20000322,11:00,0.03
20000322,12:00,0.01
20000322,14:00,0
20000322,15:00,0.01
20000322,16:00,0.01
20000322,17:00,0
20000322,18:00,0.01
20000322,19:00,0
20000322,20:00,0
20000322,21:00,0
20000322,22:00,0
20000322,23:00,0
20000323,0:00,0
20000323,1:00,0
20000325,23:00,0
20000326,0:00,0
20000326,1:00,0
20000326,4:00,0.01
20000326,6:00,0
20000326,7:00,0
20000326,8:00,0.01
20000326,9:00,0
20000327,17:00,0.1
20000327,18:00,0.16
20000327,19:00,0.06
20000327,20:00,0
20000327,21:00,0
20000327,22:00,0.01
20000327,23:00,0.07
20000328,0:00,0.04
20000328,1:00,0.01
20000328,2:00,0
20000328,3:00,0
20000328,4:00,0.01
20000328,5:00,0
20000328,15:00,0
20000328,17:00,0
20000328,18:00,0
20000328,19:00,0.02
20000328,20:00,0.01
20000328,21:00,0
20000328,22:00,0
20000330,10:00,0
20000330,11:00,0.01
20000330,12:00,0.03
20000330,13:00,0.06
20000330,14:00,0.12
20000330,15:00,0.1
20000330,16:00,0.05
20000330,17:00,0.01
20000330,18:00,0
20000330,19:00,0
20000401,1:00,0
20000402,16:00,0
20000402,17:00,0
20000404,9:00,0
20000404,11:00,0
20000404,12:00,0
20000404,16:00,0
20000404,17:00,0
20000404,18:00,0
20000408,21:00,0.21
20000408,22:00,0.14
20000408,23:00,0.11
20000409,0:00,0.07
20000409,1:00,0.09
20000409,2:00,0
20000409,3:00,0.01
20000409,4:00,0
20000409,5:00,0.01
20000409,6:00,0
20000411,8:00,0
20000412,1:00,0
20000412,4:00,0
20000412,5:00,0
20000412,6:00,0
20000412,8:00,0
20000412,9:00,0
20000412,10:00,0
20000413,18:00,0
20000413,19:00,0
20000413,20:00,0
20000413,21:00,0
20000413,22:00,0.01
20000413,23:00,0
20000414,0:00,0
20000414,6:00,0
20000414,7:00,0
20000414,18:00,0
20000414,19:00,0
20000414,20:00,0.02
20000414,21:00,0.02
20000414,22:00,0.01
20000415,1:00,0
20000415,2:00,0
20000415,3:00,0
20000415,4:00,0.02
20000415,5:00,0.02
20000415,6:00,0.01
20000415,7:00,0.03
20000415,8:00,0.03
20000415,9:00,0.18
20000415,10:00,0.11
20000415,11:00,0.09
20000415,12:00,0.01
20000415,13:00,0.04
20000415,14:00,0.19
20000415,15:00,0.12
20000415,16:00,0.06
20000415,17:00,0.04
20000415,18:00,0.05
20000415,19:00,0
20000415,20:00,0
20000415,21:00,0
20000415,22:00,0.01
20000416,6:00,0
20000416,7:00,0
20000416,8:00,0
20000416,9:00,0
20000417,19:00,0
20000417,21:00,0.03
20000417,22:00,0.16
20000417,23:00,0.08
20000418,0:00,0.01
20000418,4:00,0.28
20000418,5:00,0.07
20000418,6:00,0.02
20000418,11:00,0
20000418,12:00,0
20000418,13:00,0
20000418,14:00,0
20000418,15:00,0.01
20000418,16:00,0
20000418,17:00,0.2
20000418,18:00,0.41
20000418,19:00,0
20000419,1:00,0
20000419,2:00,0
20000419,3:00,0
20000419,4:00,0
20000419,5:00,0.01
20000419,6:00,0.01
20000419,7:00,0
20000419,8:00,0.01
20000419,9:00,0.02
20000419,10:00,0.01
20000419,11:00,0
20000421,11:00,0
20000421,15:00,0
20000421,16:00,0
20000421,20:00,0.01
20000422,2:00,0
20000422,4:00,0
20000422,5:00,0.01
20000422,6:00,0
20000424,20:00,0
20000424,21:00,0
20000424,22:00,0
20000424,23:00,0
20000425,0:00,0.01
20000425,1:00,0
20000425,2:00,0
20000425,3:00,0.04
20000425,4:00,0.05
20000425,5:00,0
20000425,6:00,0.01
20000425,7:00,0.03
20000425,8:00,0.1
20000425,9:00,0.03
20000425,10:00,0.06
20000425,11:00,0.02
20000425,12:00,0.01
20000425,13:00,0
20000425,14:00,0.02
20000425,15:00,0.03
20000425,16:00,0.05
20000425,17:00,0.04
20000425,18:00,0.02
20000425,19:00,0.01
20000425,20:00,0.03
20000425,21:00,0
20000427,7:00,0.01
20000427,8:00,0.05
20000427,9:00,0
20000427,10:00,0
20000427,15:00,0
20000428,16:00,0
20000428,17:00,0.01
20000428,18:00,0
20000428,19:00,0
20000428,23:00,0
20000429,0:00,0.01
20000429,1:00,0
20000429,11:00,0
20000501,1:00,0
20000502,9:00,0
20000510,21:00,0
20000510,22:00,0
20000517,4:00,0
20000517,5:00,0
20000517,6:00,0.01
20000517,7:00,0
20000517,9:00,0
20000520,0:00,0
20000520,1:00,0.07
20000520,5:00,0
20000520,9:00,0.01
20000520,19:00,0
20000520,20:00,0
20000520,22:00,0
20000520,23:00,0
20000521,0:00,0.12
20000521,1:00,0.15
20000521,2:00,0.06
20000521,3:00,0
20000521,4:00,0.01
20000521,5:00,0
20000521,14:00,0
20000521,16:00,0.01
20000521,17:00,0
20000521,19:00,0
20000521,22:00,0
20000521,23:00,0
20000522,0:00,0
20000522,2:00,0
20000522,3:00,0.02
20000522,4:00,0.1
20000522,5:00,0.04
20000522,6:00,0.13
20000522,7:00,0.25
20000522,8:00,0.04
20000522,10:00,0.1
20000522,11:00,0
20000522,12:00,0
20000522,18:00,0
20000523,18:00,0
20000523,19:00,0
20000525,12:00,0
20000525,13:00,0.08
20000525,14:00,0.02
20000525,15:00,0
20000527,16:00,0.1
20000527,17:00,0.42
20000527,18:00,0.01
20000527,21:00,0.04
20000527,22:00,0.14
20000527,23:00,0.23
20000528,0:00,0.03
20000528,1:00,0
20000528,12:00,0
20000528,16:00,0
20000528,17:00,0.01
20000528,18:00,0
20000529,0:00,0.22
20000529,1:00,0.15
20000529,2:00,0.07
20000529,3:00,0
20000529,5:00,0.03
20000529,6:00,0.03
20000529,7:00,0.02
20000529,8:00,0.02
20000529,12:00,0
20000529,13:00,0.08
20000529,14:00,0.37
20000529,15:00,0.33
20000529,16:00,0.26
20000529,17:00,0.06
20000529,18:00,0.05
20000529,19:00,0.05
20000529,20:00,0.04
20000529,21:00,0
20000530,18:00,0
20000530,19:00,0
20000530,20:00,0.02
20000530,21:00,0.01
20000530,23:00,0
20000531,0:00,0
20000601,1:00,0
20000604,13:00,0.13
20000604,14:00,0.01
20000604,15:00,0.15
20000604,16:00,0.06
20000604,17:00,0.03
20000604,18:00,0
20000604,20:00,0
20000604,21:00,0
20000604,22:00,0
20000604,23:00,0
20000605,0:00,0.01
20000605,1:00,0
20000605,2:00,0
20000605,3:00,0
20000605,4:00,0
20000605,5:00,0.01
20000605,6:00,0
20000605,7:00,0
20000605,8:00,0
20000605,9:00,0
20000605,10:00,0
20000605,13:00,0
20000605,14:00,0
20000605,19:00,0
20000605,20:00,0
20000605,21:00,0
20000605,22:00,0.03
20000605,23:00,0.03
20000606,0:00,0.01
20000606,4:00,0
20000606,5:00,0
20000606,6:00,0.01
20000606,7:00,0.02
20000606,8:00,0
20000606,10:00,0
20000606,11:00,0
20000606,12:00,0
20000606,13:00,0.1
20000606,14:00,0.03
20000606,15:00,0
20000606,16:00,0
20000615,7:00,0
20000616,19:00,0
20000616,20:00,0
20000618,21:00,0.19
20000618,22:00,0.12
20000618,23:00,0
20000619,0:00,0
20000619,1:00,0
20000619,2:00,0
20000619,3:00,0
20000619,6:00,0
20000619,7:00,0
20000619,14:00,0.26
20000619,15:00,0.1
20000619,16:00,0
20000619,17:00,0.07
20000619,18:00,0.08
20000619,19:00,0.15
20000619,20:00,0.12
20000619,21:00,0.02
20000619,22:00,0
20000619,23:00,0
20000620,0:00,0
20000620,2:00,0
20000620,3:00,0.01
20000622,15:00,0.02
20000622,16:00,0
20000622,17:00,0
20000624,14:00,0
20000624,15:00,0.33
20000624,16:00,0.43
