STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980127 20:00,0.21, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980127 21:00,0.18, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980127 22:00,0.19, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980127 23:00,0.22, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 00:00,0.36, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 01:00,0.12, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 02:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 03:00,0.20, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 04:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 05:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 06:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 07:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 08:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 09:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 10:00,0.05, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 11:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 12:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 13:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 14:00,0.07, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 15:00,0.07, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 16:00,0.04, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 17:00,0.05, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 18:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 19:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 20:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 21:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980128 22:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980130 12:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980130 13:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980201 01:00,0.00,g, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980203 16:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980203 17:00,0.05, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980203 18:00,0.04, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980203 21:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980203 22:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 00:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 01:00,0.04, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 02:00,0.09, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 03:00,0.11, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 04:00,0.20, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 05:00,0.18, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 06:00,0.26, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 07:00,0.34, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 08:00,0.38, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 09:00,0.36, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 10:00,0.39, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 11:00,0.49, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 12:00,0.45, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 13:00,0.56, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 14:00,0.11, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 15:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 16:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 17:00,0.23, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 18:00,0.37, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 20:00,0.04, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 21:00,0.14, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 22:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980204 23:00,0.09, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 00:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 01:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 02:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 03:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 06:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 07:00,0.04, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 08:00,0.08, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 09:00,0.08, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 10:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 13:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 14:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 15:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 16:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 17:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 22:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980205 23:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 00:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 01:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 02:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 03:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 04:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 05:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 06:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 07:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 08:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 09:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 11:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 12:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 13:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 14:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 15:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 16:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 17:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 19:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 20:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 21:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 22:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980206 23:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 05:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 06:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 07:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 11:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 12:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 13:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 14:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 15:00,0.04, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 16:00,0.04, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 17:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 18:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 19:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 20:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980207 21:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980211 17:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980211 18:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980211 19:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980211 20:00,0.05, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980211 21:00,0.18, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980211 22:00,0.26, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980214 16:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980214 17:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980216 16:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980216 17:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980216 19:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980216 20:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980216 22:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 00:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 01:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 02:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 04:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 06:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 07:00,0.09, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 08:00,0.19, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 09:00,0.21, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 10:00,0.33, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 11:00,0.22, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 12:00,0.08, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 14:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980217 15:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980220 09:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980220 10:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980220 12:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 01:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 02:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 05:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 06:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 07:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 09:00,0.08, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 10:00,0.11, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 11:00,0.26, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 12:00,0.40, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 13:00,0.11, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 14:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 17:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 18:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 19:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 20:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 21:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 22:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980223 23:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 00:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 01:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 02:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 03:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 04:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 06:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 07:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 08:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 09:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 10:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 11:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980224 12:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980228 09:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980228 10:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980228 12:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980301 01:00,0.00,g, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980301 20:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980301 21:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980301 22:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980301 23:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 07:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 08:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 09:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 10:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 13:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 14:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 15:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 16:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980302 22:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980303 02:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980303 03:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980303 17:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980303 18:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980303 19:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 00:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 01:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 02:00,0.02, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 03:00,0.03, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 04:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 05:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 06:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 07:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 08:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 09:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 14:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 15:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 17:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 18:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 19:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 20:00,0.04, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 21:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980307 23:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 00:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 01:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 02:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 03:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 04:00,0.00,T, 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 06:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 07:00,0.01, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 08:00,0.09, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 09:00,0.07, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 10:00,0.06, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 11:00,0.10, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 12:00,0.05, , 
COOP:446139,NORFOLK INTERNATIONAL AIRPORT VA US,9.1,36.90333,-76.19222,19980308 13:00,0.13, , 
